,Date, Close, Volume, Open, High, Low,Symbol
109,5/7/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
110,5/6/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
111,5/5/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
112,5/4/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
113,5/1/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
114,4/30/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
115,4/29/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
116,4/28/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
117,4/27/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
118,4/24/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
119,4/23/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
120,4/22/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
121,4/21/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
122,4/20/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
123,4/17/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
124,4/16/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
125,4/15/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
126,4/14/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
127,4/13/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
128,4/9/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
129,4/8/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
130,4/7/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
131,4/6/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
132,4/3/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
133,4/2/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
134,4/1/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
135,3/31/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
136,3/30/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
137,3/27/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
138,3/26/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
139,3/25/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
140,3/24/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
141,3/23/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
142,3/20/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
143,3/19/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
144,3/18/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
145,3/17/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
146,3/16/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
147,3/13/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
148,3/12/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
149,3/11/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
150,3/10/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
151,3/9/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
152,3/6/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
153,3/5/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
154,3/4/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
155,3/3/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
156,3/2/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
157,2/28/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
158,2/27/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
159,2/26/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
160,2/25/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
161,2/24/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
162,2/21/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
163,2/20/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
164,2/19/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
165,2/18/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
166,2/14/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
167,2/13/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
168,2/12/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
169,2/11/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
170,2/10/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
171,2/7/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
172,2/6/2020,27.60 , N/A,27.60 ,27.60 ,27.60 ,VNFTF
173,2/5/2020,27.60 ,100,27.60 ,27.60 ,27.60 ,VNFTF
0,10/12/2020,442.30 ,38791130,442 ,448.74 ,438.58 ,TSLA
1,10/9/2020,434 ,28925660,430.13 ,434.59 ,426.46 ,TSLA
2,10/8/2020,425.92 ,40421120,438.44 ,439 ,425.30 ,TSLA
3,10/7/2020,425.30 ,43127710,419.87 ,429.90 ,413.85 ,TSLA
4,10/6/2020,413.98 ,49146260,423.79 ,428.78 ,406.05 ,TSLA
5,10/5/2020,425.68 ,44722790,423.35 ,433.64 ,419.33 ,TSLA
6,10/2/2020,415.09 ,71430030,421.39 ,439.13 ,415 ,TSLA
7,10/1/2020,448.16 ,50741450,440.76 ,448.88 ,434.42 ,TSLA
8,9/30/2020,429.01 ,48145570,421.32 ,433.93 ,420.47 ,TSLA
9,9/29/2020,419.07 ,50341400,416 ,428.50 ,411.60 ,TSLA
10,9/28/2020,421.20 ,49719560,424.62 ,428.08 ,415.55 ,TSLA
11,9/25/2020,407.34 ,67208460,393.47 ,408.73 ,391.30 ,TSLA
12,9/24/2020,387.79 ,96561060,363.80 ,399.50 ,351.30 ,TSLA
13,9/23/2020,380.36 ,95074180,405.16 ,412.15 ,375.88 ,TSLA
14,9/22/2020,424.23 ,79580800,429.60 ,437.76 ,417.60 ,TSLA
15,9/21/2020,449.39 ,109476800,453.13 ,455.68 ,407.07 ,TSLA
16,9/18/2020,442.15 ,86406820,447.94 ,451 ,428.80 ,TSLA
17,9/17/2020,423.43 ,76779160,415.60 ,437.79 ,408.00 ,TSLA
18,9/16/2020,441.76 ,72546760,439.87 ,457.79 ,435.31 ,TSLA
19,9/15/2020,449.76 ,97298230,436.56 ,461.94 ,430.70 ,TSLA
20,9/14/2020,419.62 ,83020610,380.95 ,420 ,373.30 ,TSLA
21,9/11/2020,372.72 ,60717460,381.94 ,382.50 ,360.50 ,TSLA
22,9/10/2020,371.34 ,84930610,386.21 ,398.99 ,360.56 ,TSLA
23,9/9/2020,366.28 ,79465770,356.60 ,369 ,341.51 ,TSLA
24,9/8/2020,330.21 ,115465700,356 ,368.74 ,329.88 ,TSLA
25,9/4/2020,418.32 ,110321900,402.81 ,428 ,372.02 ,TSLA
26,9/3/2020,407 ,87596090,407.23 ,431.80 ,402 ,TSLA
27,9/2/2020,447.37 ,96176130,478.99 ,479.04 ,405.12 ,TSLA
28,9/1/2020,475.05 ,90119420,502.14 ,502.49 ,470.51 ,TSLA
29,8/31/2020,498.32 ,118374400,444.61 ,500.14 ,440.11 ,TSLA
30,8/28/2020,442.68 ,100405900,459.02 ,463.70 ,437.30 ,TSLA
31,8/27/2020,447.75 ,118465200,436.09 ,459.12 ,428.50 ,TSLA
32,8/26/2020,430.63 ,71196900,412 ,433.20 ,410.73 ,TSLA
33,8/25/2020,404.67 ,53294450,394.98 ,405.59 ,393.60 ,TSLA
34,8/24/2020,402.84 ,100318100,425.26 ,425.80 ,385.50 ,TSLA
35,8/21/2020,410.00 ,107447800,408.95 ,419.10 ,405.01 ,TSLA
36,8/20/2020,400.37 ,103059000,372.14 ,404.40 ,371.41 ,TSLA
37,8/19/2020,375.71 ,61026650,373 ,382.20 ,368.24 ,TSLA
38,8/18/2020,377.42 ,82372450,379.80 ,384.78 ,369.02 ,TSLA
39,8/17/2020,367.13 ,101211600,335.40 ,369.17 ,334.57 ,TSLA
40,8/14/2020,330.14 ,62888050,333.00 ,333.76 ,325.33 ,TSLA
41,8/13/2020,324.20 ,102126550,322.20 ,330.24 ,313.45 ,TSLA
42,8/12/2020,310.95 ,109494150,294 ,317 ,287 ,TSLA
43,8/11/2020,274.88 ,43129170,279.20 ,284 ,273 ,TSLA
44,8/10/2020,283.71 ,37611320,289.60 ,291.50 ,277.17 ,TSLA
45,8/7/2020,290.54 ,44482100,299.91 ,299.95 ,283.00 ,TSLA
46,8/6/2020,297.92 ,29961565,298.17 ,303.46 ,295.45 ,TSLA
47,8/5/2020,297.00 ,24890075,298.60 ,299.97 ,293.66 ,TSLA
48,8/4/2020,297.40 ,42074950,299.00 ,305.48 ,292.40 ,TSLA
49,8/3/2020,297 ,44046730,289.84 ,301.96 ,288.88 ,TSLA
50,7/31/2020,286.15 ,61234800,303 ,303.41 ,284.20 ,TSLA
51,7/30/2020,297.50 ,38105195,297.60 ,302.65 ,294.20 ,TSLA
52,7/29/2020,299.82 ,47134465,300.20 ,306.96 ,297.40 ,TSLA
53,7/28/2020,295.30 ,79043500,300.80 ,312.94 ,294.88 ,TSLA
54,7/27/2020,307.92 ,80243350,287 ,309.59 ,282.60 ,TSLA
55,7/24/2020,283.40 ,96983100,283.20 ,293 ,273.31 ,TSLA
56,7/23/2020,302.61 ,121642500,335.79 ,337.80 ,296.15 ,TSLA
57,7/22/2020,318.47 ,70805400,319.80 ,325.28 ,312.40 ,TSLA
58,7/21/2020,313.67 ,80786400,327.99 ,335 ,311.60 ,TSLA
59,7/20/2020,328.60 ,85606850,303.80 ,330 ,297.60 ,TSLA
60,7/17/2020,300.17 ,46649860,302.69 ,307.50 ,298 ,TSLA
61,7/16/2020,300.13 ,71503950,295.43 ,306.34 ,293.20 ,TSLA
62,7/15/2020,309.20 ,81839150,308.60 ,310 ,291.40 ,TSLA
63,7/14/2020,303.36 ,117090700,311.20 ,318 ,286.20 ,TSLA
64,7/13/2020,299.41 ,194926800,331.80 ,359.00 ,294.22 ,TSLA
65,7/10/2020,308.93 ,116687750,279.20 ,309.78 ,275.20 ,TSLA
66,7/9/2020,278.86 ,58588000,279.40 ,281.71 ,270.26 ,TSLA
67,7/8/2020,273.18 ,81556550,281 ,283.45 ,262.27 ,TSLA
68,7/7/2020,277.97 ,107448300,281.00 ,285.90 ,267.34 ,TSLA
69,7/6/2020,274.32 ,102849300,255.34 ,275.56 ,253.21 ,TSLA
70,7/2/2020,241.73 ,86250600,244.30 ,245.60 ,237.12 ,TSLA
71,7/1/2020,223.93 ,66634500,216.60 ,227.07 ,216.10 ,TSLA
72,6/30/2020,215.96 ,84592500,201.30 ,217.54 ,200.75 ,TSLA
73,6/29/2020,201.87 ,45132020,193.80 ,202 ,189.70 ,TSLA
74,6/26/2020,191.95 ,44274540,198.96 ,199 ,190.97 ,TSLA
75,6/25/2020,197.20 ,46272745,190.85 ,197.20 ,187.43 ,TSLA
76,6/24/2020,192.17 ,54797950,198.82 ,200.18 ,190.63 ,TSLA
77,6/23/2020,200.36 ,31826355,199.78 ,202.40 ,198.80 ,TSLA
78,6/22/2020,198.86 ,31811750,199.99 ,201.78 ,198.00 ,TSLA
79,6/19/2020,200.18 ,43398745,202.56 ,203.19 ,198.27 ,TSLA
80,6/18/2020,200.79 ,48759680,200.60 ,203.84 ,198.89 ,TSLA
81,6/17/2020,198.36 ,49454000,197.54 ,201 ,196.51 ,TSLA
82,6/16/2020,196.43 ,70255400,202.37 ,202.58 ,192.48 ,TSLA
83,6/15/2020,198.18 ,78485900,183.56 ,199.77 ,181.70 ,TSLA
84,6/12/2020,187.06 ,83816850,196 ,197.60 ,182.52 ,TSLA
85,6/11/2020,194.57 ,79582400,198.04 ,203.79 ,194.40 ,TSLA
86,6/10/2020,205.01 ,92817050,198.38 ,205.50 ,196.50 ,TSLA
87,6/9/2020,188.13 ,56940750,188.00 ,190.89 ,184.79 ,TSLA
88,6/8/2020,189.98 ,70873650,183.80 ,190 ,181.83 ,TSLA
89,6/5/2020,177.13 ,39059585,175.57 ,177.30 ,173.24 ,TSLA
90,6/4/2020,172.88 ,44438565,177.98 ,179.15 ,171.69 ,TSLA
91,6/3/2020,176.59 ,39747345,177.62 ,179.59 ,176.02 ,TSLA
92,6/2/2020,176.31 ,67828000,178.94 ,181.73 ,174.20 ,TSLA
93,6/1/2020,179.62 ,75426500,171.60 ,179.80 ,170.82 ,TSLA
94,5/29/2020,167 ,59062450,161.75 ,167 ,160.84 ,TSLA
95,5/28/2020,161.16 ,36378870,162.70 ,164.95 ,160.34 ,TSLA
96,5/27/2020,164.05 ,57747650,164.17 ,165.54 ,157 ,TSLA
97,5/26/2020,163.77 ,40448680,166.90 ,166.92 ,163.14 ,TSLA
98,5/22/2020,163.38 ,49937375,164.43 ,166.36 ,162.40 ,TSLA
99,5/21/2020,165.52 ,61272900,163.20 ,166.50 ,159.20 ,TSLA
100,5/20/2020,163.11 ,36546355,164.10 ,165.20 ,162.36 ,TSLA
101,5/19/2020,161.60 ,48182610,163.03 ,164.41 ,161.22 ,TSLA
102,5/18/2020,162.73 ,58490500,165.56 ,166.94 ,160.78 ,TSLA
103,5/15/2020,159.83 ,52592150,158.07 ,161.01 ,157.31 ,TSLA
104,5/14/2020,160.67 ,68410950,156 ,160.67 ,152.80 ,TSLA
105,5/13/2020,158.19 ,95327450,164.17 ,165.20 ,152.66 ,TSLA
106,5/12/2020,161.88 ,79534550,165.40 ,168.66 ,161.60 ,TSLA
107,5/11/2020,162.26 ,82598000,158.10 ,164.80 ,157 ,TSLA
108,5/8/2020,163.88 ,80650450,158.75 ,164.80 ,157.40 ,TSLA
109,5/7/2020,156.01 ,57638450,155.44 ,159.28 ,154.47 ,TSLA
110,5/6/2020,156.52 ,55616150,155.30 ,157.96 ,152.22 ,TSLA
111,5/5/2020,153.64 ,84958300,157.96 ,159.78 ,152.44 ,TSLA
112,5/4/2020,152.24 ,96185450,140.20 ,152.40 ,139.60 ,TSLA
113,5/1/2020,140.26 ,162659050,151 ,154.55 ,136.61 ,TSLA
114,4/30/2020,156.38 ,142359250,171.04 ,173.96 ,152.70 ,TSLA
115,4/29/2020,160.10 ,81079900,158.03 ,160.64 ,156.63 ,TSLA
116,4/28/2020,153.82 ,76109800,159.13 ,161 ,151.34 ,TSLA
117,4/27/2020,159.75 ,103407200,147.52 ,159.90 ,147 ,TSLA
118,4/24/2020,145.03 ,66188050,142.16 ,146.15 ,139.64 ,TSLA
119,4/23/2020,141.13 ,66183500,145.52 ,146.80 ,140.63 ,TSLA
120,4/22/2020,146.42 ,71124150,140.80 ,146.80 ,137.74 ,TSLA
121,4/21/2020,137.34 ,101045450,146.02 ,150.67 ,134.76 ,TSLA
122,4/20/2020,149.27 ,73731850,146.54 ,153.11 ,142.44 ,TSLA
123,4/17/2020,150.78 ,65641150,154.46 ,154.99 ,149.53 ,TSLA
124,4/16/2020,149.04 ,103289300,143.39 ,151.89 ,141.34 ,TSLA
125,4/15/2020,145.97 ,117885000,148.40 ,150.63 ,142 ,TSLA
126,4/14/2020,141.98 ,152882550,139.79 ,148.38 ,138.49 ,TSLA
127,4/13/2020,130.19 ,112377100,118.03 ,130.40 ,116.11 ,TSLA
128,4/9/2020,114.60 ,68250000,112.42 ,115.04 ,111.42 ,TSLA
129,4/8/2020,109.77 ,63280100,110.84 ,111.44 ,106.67 ,TSLA
130,4/7/2020,109.09 ,89598900,109 ,113 ,106.47 ,TSLA
131,4/6/2020,103.25 ,74509200,102.24 ,104.20 ,99.59 ,TSLA
132,4/3/2020,96.00 ,112810400,101.90 ,103.10 ,93.68 ,TSLA
133,4/2/2020,90.89 ,99292150,96.21 ,98.85 ,89.28 ,TSLA
134,4/1/2020,96.31 ,66765900,100.80 ,102.79 ,95.02 ,TSLA
135,3/31/2020,104.80 ,88857450,100.25 ,108.59 ,99.40 ,TSLA
136,3/30/2020,100.43 ,59990350,102.05 ,103.33 ,98.25 ,TSLA
137,3/27/2020,102.87 ,71887050,101 ,105.16 ,98.81 ,TSLA
138,3/26/2020,105.63 ,87110400,109.48 ,112 ,102.45 ,TSLA
139,3/25/2020,107.85 ,106113750,109.05 ,111.40 ,102.22 ,TSLA
140,3/24/2020,101 ,114475850,95.46 ,102.74 ,94.80 ,TSLA
141,3/23/2020,86.86 ,82272750,86.72 ,88.40 ,82.10 ,TSLA
142,3/20/2020,85.51 ,141427500,87.64 ,95.40 ,85.16 ,TSLA
143,3/19/2020,85.53 ,150977300,74.94 ,90.40 ,71.69 ,TSLA
144,3/18/2020,72.24 ,118930800,77.80 ,80.97 ,70.10 ,TSLA
145,3/17/2020,86.04 ,119972900,88.00 ,94.37 ,79.20 ,TSLA
146,3/16/2020,89.01 ,102447300,93.90 ,98.97 ,88.43 ,TSLA
147,3/13/2020,109.32 ,113201250,119 ,121.51 ,100.40 ,TSLA
148,3/12/2020,112.11 ,94545250,116.18 ,118.90 ,109.25 ,TSLA
149,3/11/2020,126.85 ,67067950,128.04 ,130.72 ,122.60 ,TSLA
150,3/10/2020,129.07 ,77972200,131.89 ,133.60 ,121.60 ,TSLA
151,3/9/2020,121.60 ,85368700,121.08 ,132.60 ,121 ,TSLA
152,3/6/2020,140.70 ,63314600,138.00 ,141.40 ,136.85 ,TSLA
153,3/5/2020,144.91 ,54263300,144.75 ,149.15 ,143.61 ,TSLA
154,3/4/2020,149.90 ,75244900,152.79 ,153.30 ,144.95 ,TSLA
155,3/3/2020,149.10 ,128920000,161 ,161.40 ,143.22 ,TSLA
156,3/2/2020,148.72 ,100974950,142.25 ,148.74 ,137.33 ,TSLA
157,2/28/2020,133.60 ,122820850,125.94 ,138.10 ,122.30 ,TSLA
158,2/27/2020,135.80 ,121385800,146 ,147.95 ,133.80 ,TSLA
159,2/26/2020,155.76 ,70769200,156.50 ,162.66 ,155.22 ,TSLA
